subjID,cost,goal,exptPart,trialNumber,roleCurrent,marblesSampled,probRed,practiceLambda,trialLambda,instructedLambda,sd,drawnRed,reportedRed,inferredRed,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchTime,trialTime
sona-32905,unif,over,practice,1,sender,100,0.5,5,21.9,dishonest_big,8.1,70,53,37,0,-33,0,-33,2168.8639798643917,1682397502568,"How many <b class=""r"">red</b> marbles did you actually draw (before any changes)? ",70,70,1682397502568,0
sona-32905,unif,over,practice,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,13,13,15,-2,2,-2,-31,6385.846895277764,1682397570968,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",13,13,1682397570968,0
sona-32905,unif,over,trial,1,receiver,100,0.5,5,21.9,dishonest_big,8.1,60,76,76,-16,16,-16,16,7357.938457023836,1682397619179,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,2,receiver,100,0.5,5,21.9,dishonest_big,8.1,59,79,75,-16,16,-32,32,6019.951449847725,1682397637561,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,3,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,65,63,-14,14,-46,46,5601.252076865727,1682397649870,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,4,receiver,100,0.5,5,21.9,dishonest_big,8.1,74,87,85,-11,11,-57,57,7387.195239271878,1682397666318,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,5,receiver,100,0.5,5,21.9,dishonest_big,8.1,36,51,45,-9,9,-66,66,6339.278921746722,1682397684048,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,6,receiver,100,0.5,5,21.9,dishonest_big,8.1,55,81,38,-17,0,-83,66,5852.055982098125,1682397699820,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397570968,0
sona-32905,unif,over,trial,7,receiver,100,0.5,5,21.9,dishonest_big,8.1,38,60,55,-17,17,-100,83,6341.590521959539,1682397712363,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",60,65,1682397712363,0
sona-32905,unif,over,trial,8,receiver,100,0.5,5,21.9,dishonest_big,8.1,37,67,60,-23,23,-123,106,7012.756217299013,1682397736529,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397712363,0
sona-32905,unif,over,trial,9,receiver,100,0.5,5,21.9,dishonest_big,8.1,39,67,63,-24,24,-147,130,6669.030218032136,1682397750414,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397712363,0
sona-32905,unif,over,trial,10,receiver,100,0.5,5,21.9,dishonest_big,8.1,79,100,50,-29,0,-176,130,7436.224552658642,1682397762897,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,11,receiver,100,0.5,5,21.9,dishonest_big,8.1,43,63,26,-17,0,-193,130,7434.217097637504,1682397834066,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,12,receiver,100,0.5,5,21.9,dishonest_big,8.1,63,81,45,-18,0,-211,130,5608.175888127572,1682397844321,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,13,receiver,100,0.5,5,21.9,dishonest_big,8.1,29,56,34,-5,5,-216,135,5168.548547005584,1682397899487,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,14,receiver,100,0.5,5,21.9,dishonest_big,8.1,47,58,35,-12,0,-228,135,5915.317374470192,1682397910892,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,15,receiver,100,0.5,5,21.9,dishonest_big,8.1,44,71,46,-2,2,-230,137,5954.672150037693,1682397926063,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,16,receiver,100,0.5,5,21.9,dishonest_big,8.1,67,87,56,-11,0,-241,137,6446.147642195308,1682397938199,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,17,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,57,45,-3,0,-244,137,5981.869077283438,1682397948779,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,18,receiver,100,0.5,5,21.9,dishonest_big,8.1,35,56,33,-2,0,-246,137,6435.951610976976,1682397962799,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397762897,0
sona-32905,unif,over,trial,19,receiver,100,0.5,5,21.9,dishonest_big,8.1,51,62,23,-28,0,-274,137,6289.428152617658,1682397977795,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",62,67,1682397977795,0
sona-32905,unif,over,trial,20,receiver,100,0.5,5,21.9,dishonest_big,8.1,60,79,55,-5,0,-279,137,5526.22165638633,1682397999186,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397999186,0
sona-32905,unif,over,trial,21,receiver,100,0.5,5,21.9,dishonest_big,8.1,62,90,90,-28,28,-307,165,7082.654340519213,1682398068508,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397999186,0
sona-32905,unif,over,trial,22,receiver,100,0.5,5,21.9,dishonest_big,8.1,63,84,84,-21,21,-328,186,5205.966645493098,1682398079405,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397999186,0
sona-32905,unif,over,trial,23,receiver,100,0.5,5,21.9,dishonest_big,8.1,26,53,52,-26,26,-354,212,6027.506060816469,1682398105314,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682397999186,0
sona-32905,unif,over,trial,24,receiver,100,0.5,5,21.9,dishonest_big,8.1,47,73,73,-26,26,-380,238,5826.583967579205,1682398117026,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",73,73,1682398117026,0
sona-32905,unif,over,trial,25,receiver,100,0.5,5,21.9,dishonest_big,8.1,70,95,95,-25,25,-405,263,6434.822794920666,1682398136922,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398117026,0
sona-32905,unif,over,trial,26,receiver,100,0.5,5,21.9,dishonest_big,8.1,69,90,90,-21,21,-426,284,7113.385313650889,1682398148144,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398117026,0
sona-32905,unif,over,trial,27,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,47,47,-2,0,-428,284,7361.495209777775,1682398159642,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398117026,0
sona-32905,unif,over,trial,28,receiver,100,0.5,5,21.9,dishonest_big,8.1,38,59,59,-21,21,-449,305,6953.01087268139,1682398170447,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398117026,0
sona-32905,unif,over,trial,29,receiver,100,0.5,5,21.9,dishonest_big,8.1,31,39,38,-7,7,-456,312,6086.04424531583,1682398184028,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398117026,0
sona-32905,unif,over,trial,30,receiver,100,0.5,5,21.9,dishonest_big,8.1,41,70,70,-29,29,-485,341,5961.843031241578,1682398194441,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,31,receiver,100,0.5,5,21.9,dishonest_big,8.1,58,88,88,-30,30,-515,371,5710.828484693044,1682398281428,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,32,receiver,100,0.5,5,21.9,dishonest_big,8.1,75,94,94,-19,19,-534,390,7209.956238396159,1682398292584,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,33,receiver,100,0.5,5,21.9,dishonest_big,8.1,61,67,50,-11,0,-545,390,6265.229303365744,1682398302680,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,34,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,64,40,-9,0,-554,390,6746.895946827774,1682398313442,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,35,receiver,100,0.5,5,21.9,dishonest_big,8.1,36,69,46,-10,10,-564,400,5522.640925085988,1682398324180,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,36,receiver,100,0.5,5,21.9,dishonest_big,8.1,61,91,79,-18,18,-582,418,6897.695324155742,1682398338092,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,37,receiver,100,0.5,5,21.9,dishonest_big,8.1,81,95,35,-46,0,-628,418,6657.815996592244,1682398349798,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,38,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,77,66,-18,18,-646,436,6644.780017980639,1682398364693,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,39,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,72,45,-3,0,-649,436,6859.569028307652,1682398375466,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398194441,0
sona-32905,unif,over,trial,40,receiver,100,0.5,5,21.9,dishonest_big,8.1,57,80,56,-1,0,-650,436,6637.840135676015,1682398387498,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",80,86,1682398387498,0
sona-32905,unif,over,trial,41,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,78,70,-21,21,-671,457,6405.74855066905,1682398420592,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,42,receiver,100,0.5,5,21.9,dishonest_big,8.1,47,76,40,-7,0,-678,457,5583.432603605385,1682398434535,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,43,receiver,100,0.5,5,21.9,dishonest_big,8.1,30,48,34,-4,4,-682,461,5868.17220597402,1682398448845,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,44,receiver,100,0.5,5,21.9,dishonest_big,8.1,68,100,99,-31,31,-713,492,5882.994667506433,1682398462711,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,45,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,93,78,-29,29,-742,521,6062.209478150402,1682398474270,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,46,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,67,50,-2,2,-744,523,5191.727273147888,1682398499636,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,47,receiver,100,0.5,5,21.9,dishonest_big,8.1,41,55,6,-35,0,-779,523,6860.837684509092,1682398516201,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,48,receiver,100,0.5,5,21.9,dishonest_big,8.1,22,39,8,-14,0,-793,523,6538.325213628179,1682398531705,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,49,receiver,100,0.5,5,21.9,dishonest_big,8.1,38,69,35,-3,0,-796,523,5369.997118255077,1682398544780,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398387498,0
sona-32905,unif,over,trial,50,receiver,100,0.5,5,21.9,dishonest_big,8.1,68,85,57,-11,0,-807,523,5691.493172429159,1682398557208,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398557208,0
sona-32905,unif,over,trial,51,receiver,100,0.5,5,21.9,dishonest_big,8.1,49,78,70,-21,21,-828,544,5394.674032990006,1682398575232,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",78,51,1682398575232,0
sona-32905,unif,over,trial,52,receiver,100,0.5,5,21.9,dishonest_big,8.1,68,93,19,-49,0,-877,544,7390.035076148849,1682398610989,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,53,receiver,100,0.5,5,21.9,dishonest_big,8.1,36,68,60,-24,24,-901,568,5975.406969719141,1682398648117,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,54,receiver,100,0.5,5,21.9,dishonest_big,8.1,52,75,46,-6,0,-907,568,7329.841181918446,1682398665788,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,55,receiver,100,0.5,5,21.9,dishonest_big,8.1,55,83,70,-15,15,-922,583,7185.939211123369,1682398684193,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,56,receiver,100,0.5,5,21.9,dishonest_big,8.1,59,85,50,-9,0,-931,583,5321.4936403958345,1682398706321,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,57,receiver,100,0.5,5,21.9,dishonest_big,8.1,59,61,60,-1,1,-932,584,6154.359222818828,1682398726941,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398575232,0
sona-32905,unif,over,trial,58,receiver,100,0.5,5,21.9,dishonest_big,8.1,88,100,60,-28,0,-960,584,6940.1946175979165,1682398743088,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",100,100,1682398743088,0
sona-32905,unif,over,trial,59,receiver,100,0.5,5,21.9,dishonest_big,8.1,48,70,40,-8,0,-968,584,7469.292679492065,1682398764937,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398743088,0
sona-32905,unif,over,trial,60,receiver,100,0.5,5,21.9,dishonest_big,8.1,44,65,40,-4,0,-972,584,7477.8398954931135,1682398778786,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
sona-32905,unif,over,trial,61,receiver,100,0.5,5,21.9,dishonest_big,8.1,43,67,6,-37,0,-1009,584,7016.002620650708,1682398798617,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
sona-32905,unif,over,trial,62,receiver,100,0.5,5,21.9,dishonest_big,8.1,54,60,15,-39,0,-1048,584,5895.617910945399,1682398810334,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
sona-32905,unif,over,trial,63,receiver,100,0.5,5,21.9,dishonest_big,8.1,99,100,23,-76,0,-1124,584,7032.269185375947,1682398827956,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
sona-32905,unif,over,trial,64,receiver,100,0.5,5,21.9,dishonest_big,8.1,86,100,45,-41,0,-1165,584,6826.316441499263,1682398840593,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
sona-32905,unif,over,trial,65,receiver,100,0.5,5,21.9,dishonest_big,8.1,30,53,23,-7,0,-1172,584,6435.269437658936,1682398854629,"How many <b class=""r"">red</b> marbles did your opponent report drawing? ",-1,-1,1682398778786,0
